,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1824,2023,SE,FT,Data Engineer,121500,US,100,US,M
1825,2022,SE,FT,Data Science Manager,133766,AU,100,AU,L
1826,2023,SE,FT,Data Scientist,130000,US,100,US,M
1827,2023,SE,FT,Machine Learning Engineer,216000,US,100,US,M
1828,2023,MI,FT,Product Data Analyst,16414,IN,100,IN,L
1829,2022,SE,FT,Data Analyst,149000,US,100,US,M
1830,2022,SE,FT,Data Analyst,169000,US,0,US,M
1831,2023,SE,FT,Data Scientist,102500,US,100,US,M
1832,2023,SE,FT,Data Science Manager,231250,US,100,US,M
1833,2023,MI,FT,ETL Engineer,57723,GB,100,GB,M
1834,2022,SE,FT,Applied Scientist,184000,US,100,US,M
1835,2022,MI,FT,Applied Data Scientist,157000,US,100,US,L
1836,2022,SE,FT,Data Scientist,129300,US,0,US,M
1837,2023,MI,FT,Machine Learning Engineer,63192,GB,100,GB,M
1838,2023,SE,FT,Data Scientist,160000,US,100,US,M
1839,2023,MI,FT,Data Analyst,103200,US,0,US,M
1840,2022,SE,FT,Data Engineer,90000,US,100,US,M
1841,2022,SE,FT,Data Engineer,63000,US,100,US,M
1842,2022,EN,FT,Data Scientist,74540,US,0,US,M
1843,2023,SE,FT,Data Engineer,226700,US,0,US,M
1844,2023,EN,FT,Data Analyst,100000,US,0,US,M
1845,2022,SE,FT,Machine Learning Engineer,135000,US,100,US,M
1846,2023,SE,FT,Data Engineer,160000,US,100,US,M
1847,2022,SE,FT,Data Engineer,85000,US,100,US,M
1848,2022,SE,FT,Research Engineer,150000,US,0,US,M
1849,2023,SE,FT,Data Scientist,201036,US,0,US,M
1850,2022,SE,FT,Data Engineer,220000,US,0,US,M
1851,2023,SE,FT,Data Scientist,135000,US,100,US,M
1852,2021,MI,FT,Data Scientist,40038,CL,100,CL,L
1853,2023,SE,FT,Analytics Engineer,230000,US,0,US,M
1854,2022,MI,FT,MLOps Engineer,134000,US,100,US,M
1855,2022,SE,FT,Data Engineer,300000,US,0,US,M
1856,2023,EX,FT,Data Engineer,145000,US,0,US,M
1857,2022,SE,FT,Data Scientist,129300,US,0,US,M
1858,2023,SE,FT,Data Architect,113900,US,100,US,M
1859,2022,SE,FT,Data Engineer,100000,US,100,US,M
1860,2022,SE,FT,Data Engineer,135000,US,100,US,M
1861,2022,SE,FT,Machine Learning Engineer,120000,AE,100,AE,S
1862,2023,SE,FT,Analytics Engineer,230000,GB,100,GB,M
1863,2022,EN,FT,Machine Learning Engineer,83000,US,0,US,L
1864,2023,MI,FT,Data Analyst,42533,GB,0,GB,M
1865,2023,SE,FT,Research Scientist,150000,US,0,US,M
1866,2023,EX,FT,Data Engineer,239000,US,100,US,M
1867,2022,SE,FT,Applied Machine Learning Scientist,150000,US,100,US,M
1868,2022,SE,FT,Data Analyst,130000,US,0,US,M
1869,2023,SE,FT,Data Scientist,201000,US,0,US,M
1870,2023,SE,FT,Data Quality Analyst,100000,US,0,US,M
1871,2023,EN,FT,Data Scientist,9727,IN,0,IN,L
1872,2022,SE,FT,Data Scientist,170000,US,100,US,M
1873,2023,SE,FT,Data Analyst,100500,US,0,US,M
1874,2021,MI,FT,Data Scientist,37825,ES,100,ES,L
1875,2023,MI,FT,Analytics Engineer,165000,US,0,US,M
1876,2023,MI,FT,Data Engineer,100000,US,0,US,M
1877,2023,SE,FT,Data Engineer,140000,US,0,US,M
1878,2023,SE,FT,Data Engineer,96100,US,100,US,M
1879,2021,SE,FT,Finance Data Analyst,61896,GB,50,GB,L
1880,2022,SE,FT,Data Analyst,139600,US,0,US,M
1881,2023,SE,FT,Data Manager,105200,US,0,US,M
1882,2023,EX,FT,Data Engineer,110000,US,0,US,M
1883,2023,SE,FT,Data Engineer,106500,US,0,US,M
1884,2022,SE,FT,Data Engineer,236000,US,100,US,M
1885,2022,EN,FT,Data Scientist,100000,US,100,US,M
1886,2022,SE,FT,Data Analyst,96000,US,100,US,M
1887,2022,SE,FT,Data Scientist,170000,US,100,US,M
1888,2022,SE,FT,Data Engineer,100000,US,0,US,M
1889,2023,SE,FT,Data Scientist,245000,US,0,US,M
1890,2023,SE,FT,Data Engineer,146115,US,100,US,M
1891,2023,EN,FT,Data Engineer,73900,US,0,US,M
1892,2023,SE,FT,Data Analyst,142000,US,100,US,M
1893,2022,SE,FT,Data Scientist,207000,US,100,US,M
1894,2023,SE,FT,Research Engineer,100000,US,0,US,M
1895,2022,SE,FT,Data Scientist,141525,US,100,US,M
1896,2022,EN,FT,Machine Learning Scientist,34672,IT,100,DE,S
1897,2023,SE,FT,Data Engineer,146000,US,0,US,M
1898,2023,SE,FT,Data Science Consultant,94000,US,0,US,M
1899,2023,SE,FT,Data Scientist,156400,US,0,US,M
1900,2022,SE,FT,Data Scientist,175000,US,100,US,M
1901,2023,SE,FT,Data Architect,115000,US,100,US,M
1902,2022,MI,FT,Machine Learning Engineer,104697,CH,100,CH,L
1903,2022,SE,FT,Data Architect,135000,US,100,US,M
1904,2023,MI,FT,Machine Learning Infrastructure Engineer,205920,US,0,US,M
1905,2022,MI,FT,Data Analyst,150000,US,0,US,M
1906,2023,SE,FT,Business Intelligence Engineer,129300,US,0,US,M
1907,2022,SE,FT,Machine Learning Infrastructure Engineer,148800,US,100,US,M
1908,2022,MI,FT,Research Scientist,126080,DE,0,DE,S
1909,2022,SE,FT,Data Analyst,128875,US,100,US,M
1910,2023,MI,FT,Research Scientist,125000,US,0,US,M
1911,2023,EN,FT,Applied Scientist,213660,US,0,US,L
1912,2023,SE,FT,Data Engineer,109400,US,0,US,M
1913,2023,SE,FT,Data Engineer,229000,US,0,US,M
1914,2023,SE,FT,BI Analyst,160000,US,0,US,M
1915,2022,MI,FT,Data Engineer,47280,ES,100,ES,M
1916,2023,SE,FT,Research Scientist,150000,US,0,US,M
1917,2021,MI,FT,Data Scientist,33808,IN,0,IN,M
1918,2023,SE,FT,Data Scientist,252000,US,0,US,M
1919,2022,SE,FT,Analytics Engineer,125000,US,100,US,M
1920,2023,MI,FT,Data Engineer,66531,ES,100,ES,M
1921,2023,SE,FT,Data Analyst,180180,US,0,US,M
1922,2022,SE,FT,Data Scientist,165000,US,100,US,L
1923,2023,SE,FT,Data Engineer,200000,US,100,US,M
1924,2022,SE,FT,Data Engineer,100800,US,100,US,L
1925,2023,EN,FT,Data Engineer,61800,US,100,US,M
1926,2023,SE,FT,Applied Scientist,136000,US,0,US,L
1927,2023,SE,FT,Data Analyst,106000,US,0,US,M
1928,2022,SE,FT,Data Analyst,113000,US,100,US,M
1929,2022,SE,FT,Data Engineer,150000,US,100,US,M
1930,2022,SE,FT,Data Scientist,158200,US,100,US,L
1931,2022,SE,FT,Data Analyst,60000,US,100,US,M
1932,2022,SE,FT,Data Engineer,181940,US,0,US,M
1933,2022,MI,FT,Data Scientist,110000,US,0,US,M
1934,2023,SE,FT,Data Scientist,115000,US,100,US,M
1935,2022,SE,FT,Data Analyst,50432,ES,0,ES,M
1936,2022,SE,FT,Data Scientist,38000,US,100,US,M
1937,2022,MI,FT,Data Scientist,63040,FR,100,FR,M
1938,2023,SE,FT,Data Analyst,106800,US,0,US,M
1939,2023,MI,FT,Data Engineer,102000,US,0,US,M
1940,2022,SE,FT,Research Scientist,144000,US,50,US,L
1941,2023,SE,FT,Data Engineer,128000,US,0,US,M
1942,2023,SE,FT,Data Engineer,252000,US,0,US,M
1943,2023,SE,FT,Data Engineer,172800,US,0,US,M
1944,2022,MI,FT,Data Scientist,36940,GB,0,GB,M
1945,2023,SE,FT,Data Scientist,141000,CA,0,CA,M
1946,2022,EX,FT,Data Engineer,145000,US,0,US,M
1947,2023,SE,FT,Data Scientist,159832,US,0,US,M
1948,2023,SE,FT,Data Manager,115000,US,100,US,M
1949,2022,SE,FT,Data Analyst,109280,US,100,US,M
1950,2023,MI,FT,Data Analyst,54685,GB,0,GB,M
1951,2023,SE,FT,Machine Learning Engineer,170000,US,0,US,M
1952,2022,EN,FT,Data Analyst,64000,US,100,US,L
1953,2023,SE,FT,Data Engineer,179170,US,0,US,M
1954,2022,MI,FT,Data Engineer,79178,LT,0,LT,M
1955,2023,EN,FT,Data Analyst,70000,US,0,US,M
1956,2023,SE,FT,Machine Learning Engineer,283200,US,100,US,M
1957,2022,SE,FT,Data Analyst,136260,US,100,US,M
1958,2022,MI,FT,Data Scientist,225000,US,0,US,M
1959,2020,MI,FT,Data Scientist,105000,US,100,US,L
1960,2023,MI,FT,Data Engineer,120000,US,0,US,M
1961,2022,SE,FT,Data Engineer,170000,US,0,US,M
1962,2022,MI,FT,Data Analyst,85000,CA,0,CA,M
1963,2022,MI,FT,Data Engineer,150000,US,0,US,M
1964,2023,MI,FT,Data Analyst,100000,US,0,US,M
1965,2023,SE,FT,Data Scientist,150000,US,0,US,M
1966,2022,SE,FT,Data Engineer,85000,US,100,US,M
1967,2022,SE,FT,Data Scientist,47280,ES,0,ES,M
1968,2022,SE,FT,Data Engineer,95000,US,0,US,M
1969,2022,SE,FT,Data Engineer,140250,US,100,US,M
1970,2022,SE,FT,Data Scientist,175000,US,100,US,M
1971,2022,SE,FT,Data Engineer,145000,US,100,US,M
1972,2022,EN,FT,ML Engineer,21013,PT,100,PT,L
1973,2022,SE,FT,Data Scientist,38000,US,100,US,M
1974,2021,EN,PT,Computer Vision Engineer,28609,DK,50,DK,S
1975,2022,MI,FT,Data Analyst,100000,US,0,US,M
1976,2022,MI,FT,Data Engineer,98506,GB,0,GB,M
1977,2020,MI,FT,Data Engineer,110000,US,100,US,L
1978,2023,SE,FT,Research Engineer,175000,US,0,US,M
1979,2022,SE,FT,Data Architect,345600,US,0,US,M
1980,2023,SE,FT,Data Scientist,48289,ES,0,ES,M
1981,2023,SE,FT,Data Analyst,80000,US,100,US,S
1982,2022,SE,FT,Data Analyst,169000,US,0,US,M
1983,2023,EN,FT,Data Scientist,121093,CH,50,CH,L
1984,2022,SE,FT,Data Analyst,70000,US,0,US,M
1985,2021,SE,FT,Computer Vision Engineer,24000,BR,100,BR,M
1986,2022,SE,FT,Data Engineer,145000,US,100,US,M
1987,2023,MI,FT,Data Scientist,150000,US,100,US,M
1988,2022,SE,FT,Data Scientist,159200,US,100,US,L
1989,2022,SE,FT,Data Management Specialist,68293,IT,0,IT,L
1990,2023,SE,FT,Data Scientist,90000,US,100,US,M
1991,2022,MI,FT,Data Scientist,120000,US,100,US,M
1992,2023,SE,FT,NLP Engineer,275000,US,0,US,M
1993,2023,SE,FT,Data Scientist,224000,CA,0,CA,M
1994,2023,SE,FT,Data Engineer,126000,US,0,US,M
1995,2021,MI,FT,Data Engineer,90000,US,100,US,L
1996,2023,SE,FT,Data Scientist,240000,US,100,US,M
1997,2022,SE,FT,Data Scientist,185900,US,0,US,M
1998,2023,SE,FT,Data Architect,117000,US,100,US,M
1999,2022,SE,FT,Machine Learning Engineer,120000,US,100,US,M
2000,2022,MI,FT,Data Analyst,124000,US,0,US,M
2001,2022,MI,FT,Data Analyst,62000,US,0,US,M
2002,2023,EN,FT,Data Engineer,160000,US,0,US,M
2003,2022,SE,FT,ETL Developer,250000,US,100,US,M
2004,2022,SE,FT,Data Engineer,54000,US,0,US,M
2005,2023,MI,FT,Data Analyst,52500,US,0,US,M
2006,2022,SE,FT,Data Scientist,140000,US,0,US,M
2007,2022,SE,FT,Data Engineer,100000,US,100,US,M
2008,2023,SE,FT,Data Scientist,162500,US,0,US,M
2009,2023,SE,FT,Applied Scientist,136000,US,0,US,L
2010,2023,MI,FT,Data Analyst,150000,US,0,US,M
2011,2023,SE,FT,Data Engineer,81500,US,0,US,M
2012,2023,SE,FT,Data Infrastructure Engineer,184000,US,100,US,M
2013,2023,SE,FT,Data Engineer,231250,US,100,US,M
2014,2023,SE,FT,Machine Learning Engineer,269000,CA,100,CA,M
2015,2023,SE,FT,Data Scientist,38631,ES,0,ES,M
2016,2023,MI,FT,Data Scientist,85066,GB,0,GB,M
2017,2021,EN,FT,Data Science Consultant,76833,DE,0,DE,L
2018,2021,MI,FT,Data Scientist,90734,DE,50,DE,L
2019,2021,SE,FT,Data Science Manager,240000,US,0,US,L
2020,2023,SE,FT,Data Engineer,132300,US,0,US,M
2021,2022,SE,FT,Data Engineer,171000,US,0,US,M
2022,2022,SE,FT,Data Scientist,191475,US,100,US,M
2023,2022,MI,FT,Data Analyst,80000,US,0,US,M
2024,2020,SE,FT,Principal Data Scientist,148261,DE,100,DE,M
2025,2022,MI,PT,Data Engineer,52533,DE,50,DE,L
2026,2022,EN,FT,Data Analyst,48000,US,0,US,M
2027,2022,SE,FT,Data Engineer,150000,US,0,US,M
2028,2022,EN,FT,Machine Learning Engineer,189750,US,0,US,M
2029,2023,SE,FT,Data Engineer,160000,US,0,US,M
2030,2022,SE,FT,Data Engineer,250000,US,0,US,M
2031,2023,SE,FT,Data Engineer,101943,IE,100,IE,M
2032,2022,SE,FT,Data Scientist,191475,US,100,US,M
2033,2022,EX,FT,Data Engineer,310000,US,100,US,M
2034,2022,MI,FT,ML Engineer,148500,US,100,US,L
2035,2023,MI,FT,Data Engineer,180000,US,0,US,M
2036,2023,SE,FT,Data Analyst,180180,US,0,US,M
2037,2023,SE,FT,Machine Learning Infrastructure Engineer,75116,FR,100,FR,M
2038,2023,SE,FT,Research Scientist,200000,US,0,US,M
2039,2022,MI,FT,Data Analytics Consultant,113000,US,100,US,L
2040,2023,SE,FT,Data Scientist,136000,US,0,US,M
2041,2023,SE,FT,Data Scientist,185900,US,0,US,M
2042,2023,SE,FT,Machine Learning Engineer,289076,US,0,US,M
2043,2022,MI,FT,NLP Engineer,5132,CZ,100,CZ,M
2044,2023,SE,FT,Data Science Manager,245100,US,0,US,M
2045,2022,EN,FT,Data Scientist,17684,HU,100,HU,M
2046,2022,MI,FT,Analytics Engineer,100000,US,100,US,M
2047,2022,SE,FT,Data Engineer,130000,US,100,US,M
2048,2023,EN,FT,Applied Scientist,213660,US,0,US,L
2049,2022,SE,FT,Data Scientist,156400,US,0,US,M
2050,2023,SE,FT,Machine Learning Scientist,165750,US,100,US,M
2051,2023,SE,FT,Data Scientist,149076,US,0,US,M
2052,2023,EX,FT,Data Engineer,235000,US,0,US,M
2053,2023,SE,FT,Data Scientist,275300,US,100,US,M
2054,2022,SE,FT,Data Scientist,245000,US,0,US,M
2055,2022,SE,FT,Data Engineer,110000,US,0,US,M
2056,2023,SE,FT,Data Engineer,104000,US,100,US,M
2057,2022,SE,FT,Data Scientist,95550,US,0,US,M
2058,2021,MI,FT,Principal Data Scientist,151000,US,100,US,L
2059,2023,SE,FT,Data Engineer,182000,US,100,US,M
2060,2021,SE,FT,Data Analyst,63831,DE,50,DE,L
2061,2023,SE,FT,Data Engineer,129000,US,0,US,M
2062,2022,SE,FT,Data Engineer,185000,US,100,US,M
2063,2022,SE,FT,Data Engineer,130000,US,100,US,M
2064,2022,SE,FT,Data Engineer,315000,US,100,US,M
2065,2022,SE,FT,Data Analyst,140000,US,100,US,M
2066,2023,SE,FT,Data Engineer,75000,US,0,US,M
2067,2023,SE,FT,Data Scientist,105000,US,0,US,M
2068,2022,SE,FT,ETL Developer,124270,US,100,US,M
2069,2022,SE,FT,Machine Learning Engineer,148800,US,100,US,M
2070,2022,EN,FT,AI Developer,300000,IN,50,IN,L
2071,2022,SE,FT,Data Engineer,105000,US,0,US,M
2072,2023,MI,FT,Data Analyst,110000,US,100,US,M
2073,2022,SE,FT,Data Engineer,134000,US,0,US,M
2074,2023,MI,FT,Data Scientist,53654,RO,50,RO,L
2075,2023,SE,FT,Head of Data,75116,PT,100,PT,L
2076,2023,MI,FT,Machine Learning Engineer,109006,GB,0,GB,M
2077,2022,EX,FT,Head of Data,160000,US,0,US,M
2078,2023,SE,FT,Data Scientist,200160,US,0,US,M
2079,2023,MI,FT,Data Engineer,145000,US,0,US,M
2080,2022,SE,FT,Data Engineer,153600,US,0,US,M
2081,2022,SE,FT,Data Scientist,191475,US,100,US,M
2082,2022,MI,FT,AI Scientist,120000,US,0,US,M
2083,2023,EN,FT,AI Developer,80000,SE,50,SE,M
2084,2023,SE,FT,Data Analyst,87000,US,100,US,M
2085,2022,SE,FT,Data Engineer,110000,US,100,US,M
2086,2022,SE,FT,Data Engineer,93700,US,100,US,M
2087,2023,SE,FT,Data Manager,155000,US,0,US,M
2088,2022,MI,FT,BI Data Analyst,105066,FR,50,FR,M
2089,2022,SE,FT,Data Scientist,141525,US,100,US,M
2090,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2091,2022,MI,FT,Analytics Engineer,48000,BR,100,BR,M
2092,2022,MI,FT,Data Engineer,98506,GB,100,GB,M
2093,2023,SE,FT,Data Scientist,140000,US,0,US,M
2094,2022,SE,FT,Data Scientist,140000,US,100,US,M
2095,2023,MI,FT,Data Engineer,130000,US,0,US,M
2096,2022,MI,FT,Data Engineer,73546,ES,100,ES,M
2097,2022,SE,FT,Data Scientist,191475,US,100,US,M
2098,2020,SE,FL,Computer Vision Engineer,60000,RU,100,US,S
2099,2023,EN,FT,Research Scientist,100000,US,0,US,M
2100,2023,MI,FT,Data Analyst,43809,GB,100,GB,M
2101,2022,SE,FT,Data Science Manager,161342,US,100,US,M
2102,2022,SE,FT,Data Analyst,130050,US,100,US,M
2103,2023,SE,FT,Data Architect,180000,US,100,US,M
2104,2023,SE,FT,Data Scientist,198200,US,100,US,M
2105,2022,SE,FT,Analytics Engineer,140000,US,100,US,M
2106,2021,SE,FT,Lead Data Engineer,103160,GB,100,GB,S
2107,2023,SE,FT,Applied Scientist,136000,US,0,US,L
2108,2023,SE,FT,Data Analyst,15806,IN,100,IN,S
2109,2022,EN,FT,Data Engineer,135000,US,0,US,M
2110,2023,SE,FT,Data Engineer,250000,US,100,US,M
2111,2023,SE,FT,Data Analyst,100000,US,100,US,M
2112,2023,SE,FT,Data Scientist,209450,US,100,US,M
2113,2023,SE,FT,Data Analyst,185900,US,0,US,M
2114,2022,SE,FT,Data Scientist,260000,US,100,US,M
2115,2022,SE,FT,Data Engineer,120000,US,0,US,M
2116,2023,MI,FT,Data Scientist,109371,GB,0,GB,M
2117,2023,MI,FT,Research Scientist,70000,US,0,US,M
2118,2023,EX,FT,Data Engineer,310000,US,100,US,M
2119,2023,MI,FT,Data Analyst,130000,US,0,US,M
2120,2023,SE,FT,Machine Learning Engineer,115000,CA,100,CA,M
2121,2022,SE,FT,Data Engineer,132320,US,100,US,M
2122,2022,SE,FT,Data Analytics Manager,145000,US,100,US,M
2123,2022,SE,FT,Data Analyst,89200,US,100,US,M
2124,2022,SE,FT,Data Scientist,203500,US,0,US,M
2125,2022,MI,FT,Data Analyst,100000,US,0,US,M
2126,2023,SE,FT,Data Engineer,160000,US,0,US,M
2127,2022,MI,FT,Data Scientist,60938,DE,100,DE,S
2128,2023,SE,FT,Research Scientist,253750,ES,0,ES,M
2129,2022,SE,FT,Research Scientist,210000,US,100,US,M
2130,2023,SE,FT,Applied Scientist,222200,US,0,US,L
2131,2023,EN,FT,Business Data Analyst,12877,GR,50,GR,L
2132,2022,MI,FT,Data Analyst,55410,GB,0,GB,M
2133,2023,SE,FT,Data Engineer,111000,US,0,US,M
2134,2022,SE,FT,Data Scientist,185900,US,0,US,M
2135,2022,SE,FT,Data Engineer,135000,US,0,US,M
2136,2023,EN,FT,Data Analyst,64200,US,100,US,M
2137,2023,SE,FT,Data Science Manager,175000,US,0,US,M
2138,2022,SE,FT,Data Architect,147800,US,100,US,M
2139,2023,SE,FT,Data Analyst,95000,US,100,US,M
2140,2022,SE,FT,Data Architect,136000,US,100,US,M
2141,2022,SE,FT,Data Engineer,160000,US,100,US,M
2142,2022,SE,FT,Data Scientist,176000,US,100,US,M
2143,2022,SE,FT,Data Engineer,197000,US,0,US,M
2144,2023,SE,FT,Data Scientist,215050,US,100,US,M
2145,2023,SE,FT,Data Scientist,170000,US,100,US,M
2146,2022,MI,FT,Analytics Engineer,78000,BR,100,BR,M
2147,2022,SE,FT,Data Scientist,210000,US,100,US,M
2148,2021,MI,FT,Machine Learning Engineer,46597,PL,100,PL,L
2149,2022,SE,FT,Data Engineer,135000,US,0,US,M
2150,2023,SE,FT,Data Engineer,162500,US,100,US,M
2151,2022,SE,FT,Data Scientist,205000,US,100,US,M
2152,2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2153,2021,MI,FT,Data Engineer,200000,US,100,US,L
2154,2022,SE,FT,Data Engineer,152500,US,0,US,M
2155,2022,SE,FT,ML Engineer,185000,US,100,US,M
2156,2023,SE,FT,Data Scientist,220000,US,0,US,M
2157,2022,SE,FT,Data Engineer,128875,US,100,US,M
2158,2022,SE,FT,Data Scientist,37824,ES,0,ES,M
2159,2022,SE,FT,Data Scientist,123400,US,0,US,M
2160,2023,SE,FT,Data Architect,228000,US,0,US,M
2161,2022,SE,FT,Data Engineer,85000,US,100,US,M
2162,2020,MI,FT,Data Science Consultant,103000,US,100,US,L
2163,2020,EN,FT,Machine Learning Engineer,138000,US,100,US,S
2164,2023,MI,FT,Machine Learning Engineer,67141,GB,0,GB,M
2165,2022,SE,FT,Data Science Manager,249260,US,0,US,M
2166,2023,MI,FT,Data Analyst,72914,GB,0,GB,M
2167,2023,MI,FT,Data Engineer,116000,US,0,US,M
2168,2022,MI,FT,ML Engineer,100000,US,100,US,M
2169,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2170,2023,SE,FT,Data Engineer,75000,US,100,US,M
2171,2023,MI,FT,Data Analyst,105380,US,0,US,M
2172,2022,EX,FT,Data Science Manager,106000,UZ,0,RU,L
2173,2023,EN,FT,Computer Vision Engineer,220000,US,0,US,M
2174,2022,SE,FT,Data Engineer,155000,US,0,US,M
2175,2023,SE,FT,Data Scientist,134000,US,0,US,M
2176,2023,SE,FT,Research Scientist,210000,US,0,US,M
2177,2023,EN,FT,Data Quality Analyst,100000,NG,100,NG,L
2178,2023,SE,FT,Data Scientist,275300,US,100,US,M
2179,2022,SE,FT,Data Analytics Manager,150260,US,100,US,M
2180,2023,SE,FT,Analytics Engineer,150000,US,100,US,M
2181,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2182,2022,MI,FT,Data Specialist,135000,US,0,US,M
2183,2022,SE,FT,Data Engineer,126000,US,100,US,M
2184,2022,SE,FT,Data Engineer,240000,US,0,US,M
2185,2022,SE,FT,Machine Learning Engineer,187200,CA,100,CA,M
2186,2023,SE,FT,BI Developer,106000,US,0,US,M
2187,2023,MI,FT,Data Analyst,110000,US,100,US,M
2188,2023,SE,FT,Machine Learning Engineer,150000,US,0,US,M
2189,2022,EX,FT,Data Engineer,239000,US,100,US,M
2190,2023,MI,FT,Data Scientist,78990,GB,0,GB,M
2191,2022,MI,FT,Data Analyst,100000,US,100,US,M
2192,2023,SE,FT,Data Engineer,252000,US,0,US,M
2193,2023,SE,FT,ML Engineer,110000,CA,100,CA,M
2194,2023,SE,FT,Data Engineer,145000,US,0,US,M
2195,2023,MI,CT,ML Engineer,25500,US,100,US,S
2196,2022,SE,FT,Data Scientist,100000,US,0,US,L
2197,2023,MI,FT,Data Engineer,250000,US,0,US,M
2198,2022,SE,FT,Data Analyst,100000,US,0,US,M
2199,2022,MI,FT,Computer Vision Engineer,15897,IN,100,IN,M
2200,2023,SE,FT,Data Architect,174500,US,0,US,M
2201,2022,SE,FT,Applied Scientist,184000,US,100,US,M
2202,2023,SE,FT,Data Engineer,106800,US,0,US,M
2203,2023,SE,FT,Data Scientist,156400,US,0,US,M
2204,2022,SE,FT,Data Analyst,144000,US,100,US,M
2205,2023,SE,FT,Data Scientist,199098,US,100,US,M
2206,2021,MI,FT,Data Engineer,110000,US,100,US,L
2207,2022,MI,FT,Data Analyst,75000,US,100,US,M
2208,2022,SE,FT,Data Engineer,160000,US,0,US,M
2209,2023,MI,FT,Data Scientist,200000,US,100,US,M
2210,2022,SE,FT,Data Engineer,110500,US,100,US,M
2211,2023,SE,FT,Data Engineer,182750,US,100,US,M
2212,2022,SE,FT,Data Engineer,100000,US,100,US,M
2213,2022,EN,FT,Data Engineer,160000,US,0,US,M
2214,2023,MI,FT,Data Analyst,135000,US,0,US,M
2215,2023,SE,FT,Data Engineer,130000,US,0,US,M
2216,2023,SE,FT,Data Engineer,136956,GB,0,GB,M
2217,2022,SE,FT,Lead Data Scientist,56723,IN,0,IN,L
2218,2023,SE,FT,Research Engineer,230000,US,0,US,M
2219,2022,MI,FT,Data Engineer,42000,BR,100,BR,M
2220,2023,MI,FT,Data Engineer,66837,GB,100,GB,M
2221,2023,EN,FT,Data Analyst,30000,AR,100,US,S
2222,2023,SE,FT,Data Engineer,140000,US,0,US,M
2223,2022,SE,FT,Data Science Manager,200000,US,100,US,M
2224,2022,SE,FT,Analytics Engineer,184700,US,0,US,M
2225,2022,SE,FT,Data Engineer,197000,US,0,US,M
2226,2022,SE,FT,Data Architect,160000,US,100,US,M
2227,2020,MI,FT,Lead Data Engineer,56000,PT,100,US,M
2228,2023,SE,FT,Research Scientist,150000,US,0,US,M
2229,2023,MI,FT,Data Engineer,90000,US,0,US,M
2230,2020,SE,FT,Data Scientist,68428,GR,100,US,L
2231,2023,MI,FT,Data Analyst,85000,US,0,US,M
2232,2023,SE,FT,Machine Learning Engineer,125000,US,0,US,M
2233,2023,SE,FT,Data Scientist,199000,US,0,US,M
2234,2020,EN,FT,Machine Learning Engineer,250000,US,50,US,L
2235,2023,SE,FT,Machine Learning Engineer,318300,US,100,US,M
2236,2022,EN,FT,AI Scientist,200000,CA,50,CA,L
2237,2022,SE,FT,Data Scientist,156400,US,0,US,M
2238,2023,EN,PT,Data Analyst,17779,PL,100,IN,L
2239,2022,SE,FT,Data Scientist,128000,US,0,US,M
2240,2022,SE,FT,Data Scientist,141525,US,100,US,M
2241,2023,SE,FT,Data Analyst,135000,CA,100,CA,M
2242,2022,MI,FT,Data Engineer,120000,US,0,US,M
2243,2023,SE,FT,Data Scientist,38631,ES,0,ES,M
2244,2022,SE,FT,Data Scientist,136100,US,0,US,M
2245,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2246,2023,SE,FT,Analytics Engineer,113000,US,100,US,M
2247,2023,SE,FT,Data Engineer,105200,US,0,US,M
2248,2021,SE,FT,Data Science Manager,152000,US,100,FR,L
2249,2023,SE,FT,Data Scientist,145000,US,0,US,M
2250,2020,MI,FT,Research Scientist,450000,US,0,US,M
2251,2023,SE,FT,Data Engineer,223250,US,0,US,M
2252,2021,MI,FT,Data Analyst,16904,IN,50,IN,L
2253,2022,SE,FT,Data Analyst,135000,US,100,US,M
2254,2022,SE,FT,Data Scientist,129300,US,0,US,M
2255,2023,MI,FT,Data Science Consultant,70000,US,0,US,M
2256,2022,SE,FT,Applied Scientist,142000,US,100,US,M
2257,2022,SE,FT,Data Analytics Manager,105400,US,100,US,M
2258,2021,MI,FT,Data Engineer,66022,HK,50,GB,S
2259,2023,SE,FT,Data Architect,170000,US,100,US,M
2260,2022,SE,FT,Machine Learning Engineer,140000,CA,0,CA,M
2261,2023,EN,FT,Data Engineer,85000,US,0,US,M
2262,2023,SE,FT,Analytics Engineer,179820,US,0,US,M
2263,2023,MI,FT,Lead Data Analyst,18238,IN,50,IN,L
2264,2023,SE,FT,Data Manager,198800,US,0,US,M
2265,2023,SE,FT,Data Science Manager,299500,US,0,US,M
2266,2023,SE,FT,Data Scientist,139000,US,100,US,M
2267,2021,MI,FT,Data Engineer,93150,US,0,US,M
2268,2023,SE,FT,Data Modeler,147100,US,0,US,M
2269,2022,SE,FT,Data Architect,90700,CA,100,CA,M
2270,2021,MI,FT,BI Data Analyst,100000,US,100,US,M
2271,2022,SE,FT,Machine Learning Engineer,129300,US,0,US,M
2272,2023,SE,FT,Data Scientist,140000,US,100,US,M
